,NAME OF COMPANY,SYMBOL,Sscore,beta,cagr,currency,debtToEquity,earningsGrowth,ebitda,ebitdaMargins,financialCurrency,grossMargins,grossProfits,kendall,marketCap,market_cagr,net_cagr,operatingMargins,pearson,period,price,returns,revenueGrowth,revenuePerShare,sector,sharp_ratio,spearman,std,totalCash,totalCashPerShare,totalDebt,totalRevenue,volitility
891,Kaya Limited,KAYA.NS,-115676508.83816057,0.8358928292013389,-0.1683397830519977,INR,,,-329632736.0,-0.08967,INR,0.42035,1564310000.0,0.2015049679070443,4678916096.0,0.10648919257981282,-0.2748289756318105,-0.14384,0.30819100632638374,7.761643835616439,338.5,-0.18856690955769065,0.102,281.401,Consumer Defensive,-0.024722928657996728,0.2931829907746469,0.030266696858005874,547419008.0,41.89,2060363008.0,3676204032.0,7.62720760821748
892,Kaynes Technology India Limited,KAYNES.NS,11378015704.289377,0.18757454558512474,1.9863414173072473,INR,,1.066,1412532480.0,0.14125,INR,0.29876,2130820000.0,0.07876370887337987,67986026496.0,0.004789861196304868,1.9815515561109425,0.13137999,0.04885641183587305,0.4821917808219178,1169.300048828125,1.1171466021483534,0.576,211.629,Industrials,0.1673581512365458,0.11219911693490957,0.026488828923730275,,,,10000289792.0,6.67518488878003
893,KBC Global Limited,KBCGLOBAL.NS,-2910954.5105556236,0.6866857552069162,-0.01449823365878955,INR,,,,0.0,INR,0.0,382308000.0,0.15695523544406387,1629750016.0,0.12764719872079033,-0.14214543237957988,0.0,0.25659877502205836,5.126027397260274,2.6500000953674316,-0.014901510385138416,,1.653,Real Estate,-0.0017861355925617144,0.2307927413922896,0.03310665660830007,,,,,8.342877465291616
894,KCP Limited,KCP.NS,290373854.2583544,0.9359755124067889,0.15521216537214944,INR,35.845,,1728480256.0,0.07864,INR,0.39161,10591468000.0,0.2270653355777021,13769475072.0,0.1260966657147795,0.029115499657369925,0.04084,0.3598351593856603,11.378082191780821,106.6500015258789,0.14759265454861714,0.081,171.044,Basic Materials,0.021088229779276397,0.33253423428405415,0.027773082104465944,5572045824.0,43.14,5247834112.0,21978886144.0,6.998816690325418
895,KCP Sugar and Industries Corporation Limited,KCPSUGIND.NS,28779052.17702652,0.7347398615692159,0.07850949801257645,INR,36.778,,143791248.0,0.04863,INR,0.27164,850374000.0,0.18386464814609835,2886299136.0,0.1260966657147795,-0.04758716770220306,0.03392,0.25499348191036336,11.378082191780821,25.100000381469727,0.07731314850829081,-0.349,22.039,Consumer Defensive,0.009970918058379144,0.26978205195051597,0.030769303946732662,904848000.0,8.026,1262822016.0,2956875008.0,7.753864594576631
896,KDDL Limited,KDDL.NS,434828256.9255312,0.713107353560402,0.2917018899723427,INR,31.46,0.67,1223098496.0,0.11691,INR,0.42874,3330785000.0,0.13238840594225332,14044058624.0,0.13442803153376337,0.15727385843857933,0.099589996,0.2368846823363815,7.098630136986301,1120.199951171875,0.26134499097770036,0.212,821.812,Consumer Cyclical,0.030961723285777933,0.19396887694559492,0.03349565810527525,3089900032.0,242.536,2140700032.0,10462220288.0,8.440905842529363
897,KEC International Limited,KEC.NS,4842612919.168468,0.9107029743202117,0.2701841514308245,INR,89.711,-0.356,8297299968.0,0.048010003,INR,0.21183,,0.22883404197546797,127040036864.0,0.1260966657147795,0.14408748571604502,0.03867,0.38115064959101136,11.378082191780821,494.1499938964844,0.2446462079150635,0.292,672.497,Industrials,0.03811879340331603,0.3354498780119603,0.02546823229962947,3441600000.0,13.4,33833699328.0,172817104896.0,6.417994539506626
898,Kirloskar Electric Company Limited,KECL.NS,92949344.05591197,0.8236962011972586,0.11002167875127444,INR,141.705,,338096256.0,0.07797,INR,0.29610002,826482000.0,0.18874870352361744,7797015552.0,0.1260966657147795,-0.016074986963505067,0.07182,0.2475669096554282,11.378082191780821,117.4000015258789,0.10677311458099652,0.41,65.303,Industrials,0.01192114385767381,0.2785998487086072,0.03554212923671175,247100000.0,3.728,1316300032.0,4336006144.0,8.956616567651361
899,DSJ Keep Learning Limited,KEEPLEARN.NS,28892413.25923319,0.2506731377018471,0.8746315251007832,INR,,-0.6,7689750.0,0.13114999,INR,0.5466,30183000.0,0.056017571826804294,347589952.0,0.11821637027568643,0.7564151548250968,0.12824,0.07841707677162481,2.1452054794520548,3.8499999046325684,0.6421822819079229,0.114,0.67,Consumer Defensive,0.08312211872923528,0.07989141785635369,0.030657813196804547,1583000.0,0.018,32761000.0,58633000.0,7.725768925594746
900,Keerti Knowledge and Skills Limited,KEERTI.NS,9773783.873202134,0.07353158126413076,0.17398465280802933,INR,,,-8030065.0,-0.09487,INR,0.80332,37423774.0,0.024723211429000868,425394912.0,0.11830616258312876,0.05567849022490057,-0.12144,0.03080888253429212,5.7753424657534245,41.75,0.16405430294280937,,8.284,Consumer Defensive,0.022975789313629903,0.0331268608924636,0.02833457122083482,,,,84644560.0,7.140311947650375
901,KEI Industries Limited,KEI.NS,10540695337.640356,0.9272115526245457,0.5649073078933802,INR,6.25,0.187,7061700096.0,0.10216,INR,0.23389,16167080000.0,0.21075246623777066,178098896896.0,0.1260966657147795,0.43881064217860066,0.0939,0.3219333226680923,11.378082191780821,1971.800048828125,0.45809588451486444,0.091,766.611,Industrials,0.05918450659352228,0.3077973431851668,0.030714808928826727,5371709952.0,59.553,1618269952.0,69123301376.0,7.740131850064335
902,Kellton Tech Solutions Limited,KELLTONTEC.NS,-38883583.98010815,0.7995381533367614,-0.05800230866258815,INR,23.414,0.011,966543680.0,0.10922,INR,0.50267,4055643882.0,0.17082481955044423,5825633792.0,0.13795551350457358,-0.19595782216716173,0.10212,0.24571876183506253,7.210958904109589,60.349998474121094,-0.06106854316520496,0.053,95.76,Technology,-0.006674567157569136,0.2495170930215583,0.036307296492776836,203652992.0,2.201,1209216000.0,8849751040.0,9.149438716179763
903,Kennametal India Limited,KENNAMET.NS,2054909861.2367911,0.7299696049852483,0.28515092793547825,INR,,,,0.0,INR,0.0,4778000000.0,0.20126062565951353,51381735424.0,0.1423028094358565,0.14284811849962176,0.0,0.3923506592044181,3.745205479452055,2337.85009765625,0.2554205637778206,,450.764,Industrials,0.0399930022658783,0.29147120027325335,0.025343775369666983,,,,,6.38663139315608
904,Kernex Microsystems (India) Limited,KERNEX.NS,69188914.71675767,0.6195160263113563,0.1381903817009824,INR,54.11,,-137820992.0,0.0,INR,-0.24367,22488000.0,0.15738736252798805,4150076160.0,0.1260966657147795,0.012093715986202902,-3.46024,0.209708653094956,11.378082191780821,268.45001220703125,0.13240784824404192,0.976,3.257,Technology,0.016671721686369646,0.23294614011479817,0.03151611927710889,264028000.0,19.327,269136992.0,43666000.0,7.942062057831439
905,Kesoram Industries Limited,KESORAMIND.NS,10424248.51949191,1.1138714970403543,0.004283051512927516,INR,409.952,,2705600000.0,0.071609996,INR,0.49872002,19544600000.0,0.25735160703748006,19742697472.0,0.1260966657147795,-0.121813614201852,0.04448,0.36291529703782466,11.378082191780821,63.54999923706055,0.004371911984527572,0.023,132.826,Basic Materials,0.0005280052806500255,0.3727538846538282,0.0328573552523954,1099699968.0,3.535,19398500352.0,37780500480.0,8.280053523603641
906,Keynote Financial Services Limited,KEYFINSERV.NS,8698350.53658878,0.24503083264123068,0.10386256671947236,INR,2.897,0.025,,0.0,INR,0.95644,295978000.0,0.03687561148648557,673408512.0,0.1260966657147795,-0.02223409899530715,0.27857,0.08418347517385301,11.378082191780821,95.6500015258789,0.10111750480472918,0.101,25.562,Financial Services,0.01291690018998272,0.050853608199823236,0.03106472402817592,303144992.0,47.868,28508000.0,176016000.0,7.828310455100332
907,Kfin Technologies Limited,KFINTECH.NS,-2795176385.922279,0.9570217619891278,-0.24694092180456118,INR,21.847,0.703,2826465024.0,0.38757,INR,0.60938,4121580000.0,0.21070234113712374,55270191104.0,0.018434985302956397,-0.2653759071075176,0.36411,0.2845497795664025,0.38082191780821917,326.6000061035156,-0.2958411859843616,0.143,43.555,Technology,-0.05057294592419072,0.2996778817255676,0.02321345808122783,1720150016.0,10.265,1609479936.0,7292780032.0,5.849791436469413
908,Khadim India Limited,KHADIM.NS,-103783105.30229282,0.8027816156312505,-0.1829228377460761,INR,139.11,-0.414,490024992.0,0.07456,INR,0.38801998,2097820000.0,0.18738086250036542,4045855232.0,0.1202429056324037,-0.3031657433784798,0.053049996,0.30394011837162677,5.506849315068493,225.14999389648438,-0.20629200183851676,-0.195,365.371,Consumer Cyclical,-0.02565171004672587,0.27419926484127777,0.031912845320003755,93480000.0,5.2,3004770048.0,6572199936.0,8.042037020640945
909,Khaitan Chemicals & Fertilizers Limited,KHAICHEM.NS,,0.8614477515904096,0.5661181481119726,INR,,,,,,,,0.15323110856226946,,0.1891079948548684,0.3770101532571042,,0.2299986744146569,2.5452054794520547,73.94999694824219,0.4574378042340501,,,,0.04841042386985806,0.22261557278796426,0.03749666366816039,,,,,9.449159244376418
910,Khaitan (India) Limited,KHAITANLTD.NS,2084271.7528760799,0.06358637234829309,0.07282697637338398,INR,93.399,,25070676.0,0.037720002,INR,0.25479,138174212.0,0.017776206739570824,197124992.0,0.1260966657147795,-0.05326968934139553,0.01069,0.025126240895744542,11.378082191780821,41.5,0.07193487509045116,0.247,139.484,Consumer Cyclical,0.010573351109513704,0.024606712400133294,0.026997670897043084,6834000.0,1.442,153879008.0,664624704.0,6.803413066054857
911,Khandwala Securities Limited,KHANDSE.NS,5186126.079483305,0.14594490730158924,0.06481336746628963,INR,4.963,,,0.0,INR,0.97054,54499020.0,0.04546458789806754,607551808.0,0.1260966657147795,-0.06128329824848988,0.31024998,0.05217460473408404,11.378082191780821,37.79999923706055,0.06426254971096887,2.16,5.464,Financial Services,0.008536105087985031,0.06510993995426041,0.029874294572545597,119194000.0,7.801,14514000.0,79191680.0,7.52832223228149
912,Kalyani Investment Company Limited,KICL.NS,171765981.09578463,0.706060108544616,0.15404575165176948,INR,,,,0.0,INR,0.0,,0.18919975906124617,7846208512.0,0.1260966657147795,0.02794908593698997,0.0,0.28377352360903974,11.378082191780821,1797.4000244140625,0.14655928247539574,,,Financial Services,0.021891590165248036,0.27734091507422926,0.026566569622278234,,,,,6.694775544814115
913,Kilitch Drugs (India) Limited,KILITCH.NS,53405247.0863235,0.8393000827439228,0.1597142673903611,INR,13.076,1.111,161658752.0,0.12366,INR,0.45539,472986000.0,0.14663927218976483,3421873152.0,0.1260966657147795,0.03361760167558159,0.108610004,0.23211431282136252,11.378082191780821,219.60000610351562,0.15157148278136512,-0.13,83.965,Healthcare,0.015607021275791435,0.2165522159435868,0.03853868892677532,543705024.0,34.86,189374000.0,1307293952.0,9.71174960954738
914,Krishna Institute of Medical Sciences Limited,KIMS.NS,5174975776.57237,0.4518223166565293,0.25534235841178976,INR,25.715,-0.064,5121417728.0,0.25683,INR,0.59695,9832400000.0,0.12284603578682302,123008425984.0,0.08555242905200422,0.16978992935978554,0.22362,0.19790379295338434,1.884931506849315,1530.5,0.23130531098034668,0.428,241.252,Healthcare,0.04207009182643708,0.1837158714864094,0.02181783253439868,2476110080.0,30.927,4765570048.0,19940870144.0,5.498093798668467
915,Kingfa Science & Technology (India) Limited,KINGFA.NS,809924771.6797272,0.748044418256231,0.5220054386844595,INR,8.765,1.712,1388193024.0,0.103549995,INR,0.19284001,1827117000.0,0.15227448091188034,21146748928.0,0.1260966657147795,0.39590877296967997,0.094069995,0.17924097914441428,11.378082191780821,1746.1500244140625,0.4296606817095433,0.323,1106.961,Basic Materials,0.03830020276106468,0.22142170100493336,0.044516806238161136,211812000.0,17.49,358616000.0,13406408704.0,11.218235172016605
916,KIOCL Limited,KIOCL.NS,6000413768.317401,0.7213065069019952,0.5634160117474274,INR,6.495,,234855248.0,0.01206,INR,0.13468,6115209000.0,0.16939309347435413,114652217344.0,0.1382886707660631,0.4251273409813643,-0.0024899999,0.23728731109520143,6.463013698630137,188.64999389648438,0.45573773530806877,-0.209,32.044,Basic Materials,0.05233578475254334,0.2510598373445498,0.03455538280681717,12039168000.0,19.809,1266248960.0,19474714624.0,8.707956467317928
917,Kiri Industries Limited,KIRIINDUS.NS,228124777.72845408,0.789319608346498,0.1501206707890732,INR,1.603,-0.49,-23669750.0,-0.00208,INR,0.2572,4508454000.0,0.15055592849417343,15055244288.0,0.1260966657147795,0.024024005074293697,-0.04875,0.2248689065192922,11.378082191780821,290.45001220703125,0.14307421099448786,-0.525,221.415,Basic Materials,0.01515251253081853,0.22045602711824816,0.03746935066900171,487312992.0,9.405,430628992.0,11394729984.0,9.44227636858843
918,Kirloskar Ferrous Industries Ltd,KIRLFER.NS,4732186454.071394,0.8962368899083237,0.7658178967914182,INR,,,,0.0,INR,0.0,,0.21567001566166336,61278482432.0,0.12977861014595016,0.636039286645468,0.0,0.4166950632240475,3.5095890410958903,440.8999938964844,0.577372619494266,,,Industrials,0.07722427622653098,0.31432922500930355,0.029668924079629816,,,,,7.476568868066714
919,Kirloskar Brothers Limited,KIRLOSBROS.NS,865041297.1325436,0.89207162685424,0.15422488965302428,INR,,,,0.0,INR,0.0,,0.21458101500362423,42201858048.0,0.1260966657147795,0.028128223938244767,0.0,0.33493626816558675,11.378082191780821,531.4500122070312,0.1467180557867972,,,Industrials,0.02049770643151905,0.31596508791646594,0.028403885529124446,,,,,7.15777915333936
920,Kirloskar Oil Engines Limited,KIRLOSENG.NS,1510299232.8613439,0.7254313523471829,0.15251606927247718,INR,115.56,1.858,6863150080.0,0.14232999,INR,0.36259997,13546700000.0,0.20265763691033625,61964906496.0,0.1260966657147795,0.026419403557697674,0.12165,0.3273259334759257,11.378082191780821,428.1000061035156,0.14520249216351983,0.199,333.584,Industrials,0.024373461016338947,0.29742840153248956,0.02364048197102548,8339400192.0,57.652,25200001024.0,48219201536.0,5.957401456698421
921,Kirloskar Industries Limited,KIRLOSIND.NS,853951648.952788,0.5441613523845797,0.2555825122577218,INR,22.993,0.395,7581300224.0,0.12661,INR,0.41622,15443700000.0,0.1480176832317137,24985448448.0,0.1260966657147795,0.12948584654294226,0.1088,0.21491246205782713,11.378082191780821,2525.39990234375,0.23281879582173723,0.715,6111.719,Industrials,0.03417795965239695,0.21781188733630336,0.027031575898619386,1805500032.0,184.077,10470599680.0,59878699008.0,6.811957126452085
922,Kitex Garments Limited,KITEX.NS,180368606.76716354,0.9593525000682491,0.13813102133816746,INR,4.046,,1226706688.0,0.17202999,INR,0.49967,4131657000.0,0.22911733266796067,10716481536.0,0.11844790698617857,0.019683114351988884,0.14464,0.32993958950233104,10.646575342465754,161.0,0.13244502385818716,-0.664,106.833,Consumer Cyclical,0.016830953906023093,0.33362253387880847,0.031226720388834367,1826403968.0,28.647,370516992.0,7130725888.0,7.869133537986261
923,Kewal Kiran Clothing Limited,KKCL.NS,1342152486.7146204,0.39116683364382626,0.24774464030978538,INR,13.035,0.26,1439153792.0,0.192,INR,0.41544,2462691000.0,0.11787423660913426,30779426816.0,0.1260966657147795,0.12164797459500587,0.18406999,0.20258785426374795,11.378082191780821,498.6000061035156,0.22641321554397723,0.161,121.606,Consumer Cyclical,0.04360550619535684,0.17411682941464687,0.02060439654162754,2167600128.0,35.133,671699968.0,7495397888.0,5.1923079284901394
924,K.M.Sugar Mills Limited,KMSUGAR.NS,58329237.18670536,0.7182973765518547,0.2503091426193249,INR,87.502,1.37,537524992.0,0.09097999,INR,0.21168,1304443000.0,0.11983602971279005,2583419648.0,0.1260966657147795,0.1242124769045454,0.06926,0.19083214260616477,11.378082191780821,27.75,0.2285134992733279,1.684,64.209,Consumer Defensive,0.022578305166898443,0.1765366662157751,0.04016242997815543,46500000.0,0.506,2248900096.0,5908310016.0,10.120932354495169
925,KNR Constructions Limited,KNRCON.NS,3089631781.1078844,0.6764283665898244,0.35524428446893896,INR,69.884,1.124,9158643712.0,0.23369,INR,0.31007,11683796000.0,0.1848155237607043,68428619776.0,0.1260966657147795,0.22914761875415945,0.19726999,0.26398848886824744,11.378082191780821,241.4499969482422,0.31095244807630645,0.024,139.353,Industrials,0.04515116322997227,0.27124031747388805,0.027329047531558955,2725666048.0,9.69,19077359616.0,39191138304.0,6.886919977952857
926,Kohinoor Foods Limited,KOHINOOR.NS,4140955.344522703,0.5593639955016773,0.023027396749429885,INR,,,105142000.0,0.09764,INR,0.47168,320231000.0,0.16855688693900914,1445788544.0,0.1260966657147795,-0.10306926896534963,0.04255,0.18476124220684378,11.378082191780821,39.0,0.02329664109520114,-0.239,29.005,Consumer Defensive,0.0028641500596388062,0.2428049039966682,0.032277285249739586,12200000.0,0.329,6992399872.0,1076861056.0,8.133875882934376
927,Kokuyo Camlin Limited,KOKUYOCMLN.NS,122477816.19763152,0.933847216577808,0.09729776076534513,INR,,,,0.0,INR,0.0,,0.22133233276644673,9202891776.0,0.1260966657147795,-0.02879890494943438,0.0,0.3521890417712548,11.378082191780821,91.75,0.0949797699799318,,,Industrials,0.01330862289579874,0.3232909672790979,0.028320274161926576,,,,,7.136709088805497
928,Kolte - Patil Developers Limited,KOLTEPATIL.NS,576683669.4519215,1.2554496833196798,0.2352809804027438,INR,61.66,,714400000.0,0.06558,INR,0.24538,3418700000.0,0.2861454048957944,21600450560.0,0.1260966657147795,0.1091843146879643,0.060879998,0.41851907130354105,11.378082191780821,284.20001220703125,0.21614382803333296,0.53,143.207,Real Estate,0.0266977611346604,0.416639094241637,0.03212679890949167,2344699904.0,30.867,5955599872.0,10892800000.0,8.0959533251919
929,Kopran Limited,KOPRAN.NS,179799004.92505798,1.075512155221996,0.23528010299810997,INR,27.472,-0.69,700423744.0,0.12889,INR,0.35924,2029188000.0,0.21318838173617177,7179048448.0,0.1260966657147795,0.10918343728333046,0.10872,0.33488515739321667,11.378082191780821,146.14999389648438,0.21614310145769267,0.199,113.121,Healthcare,0.025044963302225366,0.30987127920004237,0.03424683477152459,427452000.0,8.862,1165185024.0,5434183168.0,8.630202362424196
930,Kotak Mahindra Bank Limited,KOTAKBANK.NS,171601872327.78595,1.044710068793745,0.21464216378541123,INR,,0.187,,0.0,INR,0.0,,0.4069184947289774,3792641196032.0,0.1260966657147795,0.08854549807063172,0.36977002,0.6398247598522526,11.378082191780821,1909.1500244140625,0.1989085175588946,0.131,266.843,Financial Services,0.04524600758630216,0.5666463218142525,0.017445064354397476,429253394432.0,214.138,570339229696.0,531302088704.0,4.396156217308164
931,Kothari Sugars And Chemicals Limited,KOTARISUG.NS,61616073.85201415,0.7288501504819527,0.19884491481011168,INR,22.858,,579540480.0,0.10486,INR,0.28078,1265058000.0,0.14252020439254243,3153911040.0,0.1260966657147795,0.07274824909533217,0.079239994,0.20654425732454035,11.378082191780821,38.04999923706055,0.18551732692909326,0.397,66.818,Consumer Defensive,0.019536401969034025,0.209121476818471,0.0376824693683677,767641024.0,9.222,561252992.0,5526534144.0,9.495982280828661
932,Kothari Petrochemicals Limited,KOTHARIPET.NS,106805888.84650561,0.7789326001155228,0.2826360817587896,INR,15.067,0.487,503206240.0,0.110410005,INR,0.23753001,969349000.0,0.16174461018195896,3730861824.0,0.1260966657147795,0.15653941604401012,0.10022,0.235434404659446,11.378082191780821,63.400001525878906,0.25462542334723526,0.344,77.477,Basic Materials,0.02862767207282818,0.23683287954816296,0.03529516280770335,464584000.0,7.891,253636992.0,4557540864.0,8.894381027541243
933,Kothari Products Limited,KOTHARIPRO.NS,8999111.970411347,0.7622187022773511,0.08474514205737016,INR,,,92725000.0,0.0057,INR,0.01966,318800000.0,0.1822391778614358,3460419072.0,0.1260966657147795,-0.04135152365740935,0.00413,0.06397332940347843,11.378082191780821,115.0,0.0832104235096285,-0.363,545.105,Industrials,0.00260058443303232,0.2663141934353473,0.12697149498320973,,,,16261000192.0,31.99681673576885
934,Kovai Medical Center and Hospital Limited,KOVAI.NS,1209394579.88573,0.5527251260310124,0.91064407520998,INR,81.299,0.194,2625422336.0,0.2696,INR,0.5096,4614362000.0,0.15111075900699011,22163081216.0,0.08619678510264972,0.8244472901073303,0.17326,0.11142666217701185,1.8164383561643835,2025.449951171875,0.6600466902432137,0.156,889.972,Healthcare,0.05456798033175289,0.2239307193964966,0.04799944732912186,2345861120.0,214.351,5339937792.0,9738326016.0,12.09586072693871
935,KPI Green Energy Limited,KPIGREEN.NS,2591219372.423412,0.7671319617336546,2.30181691663552,INR,282.89,1.623,1764977280.0,0.32911,INR,0.43374002,1356791000.0,0.12496864999347919,19781558272.0,0.09127965843782126,2.2105372581976988,0.31502,0.20190381302961358,1.8054794520547945,547.4500122070312,1.2157992411187075,1.881,148.394,Utilities,0.1309916709691763,0.18677984556449356,0.036831350630718754,516375008.0,14.289,5454757888.0,5362812928.0,9.281500358941125
936,KPIT Technologies Limited,KPITTECH.NS,18622937351.25457,0.6515083031588145,0.7267883506804489,INR,17.226,0.415,6474650112.0,0.19172001,INR,0.3498,12094920000.0,0.1844395201499993,255817482240.0,0.12115965404564433,0.6056286966348046,0.14838,0.2860232081484647,4.071232876712329,933.1500244140625,0.5565433402967757,0.553,124.978,Technology,0.07279775091282897,0.2695119683383529,0.030337548769639244,5880840192.0,21.753,2865260032.0,33770450944.0,7.645062289949089
937,K.P.R. Mill Limited,KPRMILL.NS,15970166125.378971,0.824070712960794,0.7168530137904761,INR,36.369,-0.041,13367100416.0,0.21609,INR,0.39331,,0.20479014166679604,199085064192.0,0.1260966657147795,0.5907563480756965,0.18801,0.32122099032754275,11.378082191780821,577.0999755859375,0.5528872320124321,0.347,180.919,Consumer Cyclical,0.08021780132123399,0.3008627650832717,0.027350499718190677,2452900096.0,7.176,13480899584.0,61858799616.0,6.892325928984051
938,KRBL Limited,KRBL.NS,3943862803.405574,0.803217558117571,0.3559536347421246,INR,2.928,1.798,9466099712.0,0.18667,INR,0.30993,11487900000.0,0.18656958677407195,93791150080.0,0.1260966657147795,0.2298569690273451,0.17405,0.29154702365525015,11.378082191780821,398.45001220703125,0.3114877219336535,0.332,215.479,Consumer Defensive,0.04204941297810743,0.2732033938752615,0.02939547311324302,16122900480.0,68.51,1275100032.0,50709000192.0,7.407659224537241
939,Krebs Biochemicals and Industries Limited,KREBSBIO.NS,-9320022.074720424,0.7005383418973119,-0.05617507370705932,INR,,,-208876752.0,-0.35514,INR,-0.18179001,-147378000.0,0.12510426115801884,1444560256.0,0.12819985649689247,-0.1843749302039518,-0.46148,0.2192264566613001,6.556164383561644,67.0,-0.058998500303284296,-0.583,27.249,Healthcare,-0.006451805686893011,0.18575058825681565,0.036287675778141154,874000.0,0.041,1737011968.0,588145024.0,9.14449429609157
940,Kridhan Infra Limited,KRIDHANINF.NS,-13050240.396933155,0.6704338724593268,-0.3934949810305156,INR,,,9675000.0,0.10762,INR,0.09232,6700000.0,0.1467942863490991,233969296.0,0.12857356290800226,-0.5220685439385179,-0.29922,0.20539590958569398,7.435616438356164,2.4000000953674316,-0.5108870696335747,-0.899,0.01,Basic Materials,-0.055777576887409856,0.21518061260241533,0.03634667826276053,5300000.0,0.0,245100000.0,89900000.0,9.159362922215653
941,Krishana Phoschem Limited,KRISHANA.NS,783409242.1242743,0.14983570488094639,0.5100616506771289,INR,105.903,-0.471,515540000.0,0.1597,INR,0.35514,1175359000.0,0.06553085045226263,13556787200.0,0.12983774864456366,0.3802239020325653,0.13281,0.05969928622205669,6.219178082191781,457.3999938964844,0.4210793870118064,0.787,106.254,Basic Materials,0.05778723458344719,0.0940458052071088,0.028915554802101274,143203008.0,4.643,2772677888.0,3228175872.0,7.286719810129521
942,Kriti Industries (India) Limited,KRITI.NS,261923935.64142978,1.739703058988873,4.394877502260596,INR,102.808,0.122,-205406256.0,-0.02921,INR,0.09119,1042673000.0,0.15078591116212609,5505533952.0,-0.0015992125026700332,4.396476714763266,-0.04018,0.12256669061540748,1.5753424657534247,109.55000305175781,1.7156423564924945,1.154,141.66,Industrials,0.04757466540484787,0.22326375676684046,0.14310357269611365,113196000.0,2.288,1114160000.0,7032922112.0,36.06210031942064
943,Kritika Wires Limited,KRITIKA.NS,35670475.92352053,0.06861262477981338,0.17876041727587522,INR,54.76,0.525,94932248.0,0.03599,INR,0.10529,252580000.0,0.04424581465496119,1273705984.0,0.14391775425984465,0.03484266301603056,0.028239999,0.036954259052836384,4.558904109589041,14.350000381469727,0.16839817704512655,0.022,29.628,Basic Materials,0.0280052668132244,0.05959310813620109,0.02386146644353712,44857000.0,0.509,385393984.0,2637477888.0,6.013089543771355
944,Kriti Nutrients Limited,KRITINUT.NS,-105666062.09916188,0.6636248354742209,-0.24464541921700045,INR,27.279,0.535,274814016.0,0.0337,INR,0.10062,725254000.0,0.1696299011950885,2316210944.0,0.09696142257133955,-0.34160684178834,0.029509999,0.18406566635556992,0.6082191780821918,45.95000076293945,-0.2886107566341036,-0.071,162.641,Consumer Defensive,-0.045620224001135655,0.24326792702919742,0.025104672442326274,128018000.0,2.559,324655008.0,8153824768.0,6.326377455466221
945,Krsnaa Diagnostics Limited,KRSNAA.NS,-1007724737.4033185,0.5761659905595345,-0.28589106145702703,INR,8.87,-0.248,1109472512.0,0.24007,INR,0.83454,3798800000.0,0.1383756735950731,17187047424.0,0.060086227667830006,-0.34597728912485703,0.14380999,0.24265352347242747,1.7506849315068493,547.4000244140625,-0.34307512691263203,0.109,145.401,Healthcare,-0.05863280134993584,0.2048030565873075,0.0232192425133338,1714400000.0,54.667,626280000.0,4621440000.0,5.851249113360118
946,Ksb Limited,KSB.NS,3494284276.5377574,0.6914929828213999,0.2775974599927731,INR,,,,0.0,INR,0.0,8163630000.0,0.18581301725340527,76213420032.0,0.1260966657147795,0.15150079427799357,0.0,0.3401018862698556,11.378082191780821,2189.550048828125,0.25059909451116197,,523.434,Industrials,0.045848674355128,0.2732244818443257,0.021689631493643072,,,,,5.465787136398054
947,Kaveri Seed Company Limited,KSCL.NS,781073919.5266203,0.6287733847521837,0.18018435421137924,INR,0.056,2.885,2565604608.0,0.24129999,INR,0.4772,4364795000.0,0.17726359229866365,28626554880.0,0.1260966657147795,0.05408768849659973,0.22271,0.2722406923280037,11.378082191780821,509.95001220703125,0.16946971868842078,0.142,184.709,Basic Materials,0.027284943046790418,0.26150418714924484,0.024647252608552425,5319971840.0,103.625,8438000.0,10632589312.0,6.211107657355211
948,Kshitij Polyline Limited,KSHITIJPOL.NS,,-0.15435050771507658,0.1726591687051342,INR,,,,,INR,,101179000.0,-0.013682700420101104,,0.1340780578759555,0.0385811108291787,,-0.03515819309420539,4.608219178082192,12.5,0.3178011549390633,,,,0.020946467694765457,-0.02003132809507129,0.0602066044060396,,,,,15.17206431032198
949,Kalyani Steels Limited,KSL.NS,444388707.88007164,1.1445158436474117,0.23862044473083777,INR,33.995,0.001,2456539904.0,0.12934,INR,0.22533001,,0.2997641990299596,14529631232.0,0.1260966657147795,0.11252377901605826,0.103590004,0.430261344077609,11.378082191780821,332.6000061035156,0.21890549424874875,0.024,435.075,Basic Materials,0.03058499563989978,0.4326048083942007,0.028401919897348724,7494810112.0,171.617,5063439872.0,18993539072.0,7.157283814131879
950,Ksolves India Limited,KSOLVES.NS,393202361.7428808,0.39554086004943173,1.0656135565896765,INR,,0.673,328572000.0,0.41957,INR,0.55763,442945000.0,0.08736110084582091,9461088256.0,0.1893953588498567,0.8762181977398198,0.41257998,0.056413968222524896,2.7753424657534245,798.0,0.7374330220037308,0.599,66.051,Technology,0.04155995072697066,0.12921311514214662,0.0704120545068106,86069000.0,7.262,0.0,783116032.0,17.74383773571627
951,The Karnataka Bank Limited,KTKBANK.NS,778823773.9797287,1.1737783905314814,0.12421106144452754,INR,,1.047,,0.0,INR,0.0,25054849000.0,0.36602646883971096,41187618816.0,0.1260966657147795,-0.0018856042702519726,0.40057,0.4981229275452304,11.378082191780821,130.39999389648438,0.11976635381103436,0.285,103.633,Financial Services,0.018909172133961333,0.5198211577901404,0.025134009326635797,50170699776.0,161.044,59436998656.0,32260349952.0,6.3337703503122205
