,% Change,52 Week Range,Change,Circulating Supply,Day Chart,Market Cap,Name,Price (Intraday),Sscore,Symbol,Total Volume All Currencies (24Hr),Unnamed: 0,Volume in Currency (24Hr),Volume in Currency (Since 0:00 UTC),cagr,currency,marketCap,period,price,returns,sharp_ratio,std,volitility
1423,-3.54%,,-0.000278,145.719M,,1.105M,KubeCoin USD,0.00758,-197788.62734787815,KUBE-USD,385989,173,385989,385989,-0.9930596383018035,USD,1134844.0,0.8493150684931506,0.007787888403981924,-3.4316195883761442,-0.17428706266929916,0.07813281055146513,19.689468258969214
1424,-5.97%,,-0.000143,491.857M,,1.104M,HoDooi.com USD,0.002244,-54903.1111499823,HOD-USD,154213,174,154213,154213,-0.8399699194335024,USD,1144496.0,1.9232876712328768,0.0023268877994269133,-1.2651045381514912,-0.0479714312238595,0.10465095528104316,26.372040730822878
1425,+1.07%,,2.7e-05,429.728M,,1.102M,Wombat Web 3 Gaming Platform USD,0.002564,-110761.1418373081,WOMBAT-USD,72459,175,72459,72459,-0.8671520846806404,USD,1112297.0,0.8,0.0025883789639919996,-1.3936292474512308,-0.09957874725663028,0.05553669777769688,13.995247839979614
1426,-0.18%,,-1.6e-05,121.97M,,1.095M,KickToken USD,0.008979,-13794.50924288988,KICK-USD,9,176,9,9,-0.3581137754326169,USD,1070738.0,1.873972602739726,0.008778800256550312,-0.3060897020465449,-0.012883178931624618,0.09428120817341669,23.758864459701005
1427,+10.60%,,0.038499,2.724M,,1.094M,Offshift (old) USD,0.401573,-340.1909566147707,XFT-USD,38623,177,38623,38623,-0.011163502916796686,USD,1319706.0,2.778082191780822,0.4858003556728363,-0.007750748451462184,-0.00025777783583220103,0.1193156820490733,30.06755187636647
1428,-0.60%,,-0.000366,18M,,1.087M,iEthereum USD,0.060361,5133.322212890288,IETH-USD,5,178,5,5,0.4717816237584602,USD,1065256.0,5.52054794520548,0.059180889278650284,0.2668256473447104,0.004818862520267699,0.21972652870967577,55.37108523483829
1429,-2.17%,,-0.000814,29.374M,,1.078M,My DeFi Pet USD,0.0367,-51790.27683802099,DPET-USD,609986,179,609986,609986,-0.8185669570631575,USD,961363.0,2.0191780821917806,0.032728709280490875,-1.1864902477082948,-0.05387171842271961,0.0873982633488339,22.024362363906143
1430,+0.53%,,0.001417,3.971M,,1.071M,MAX Exchange Token USD,0.269599,35128.66297764146,MAX5067-USD,30842,180,30842,30842,0.3767791929579283,USD,1071699.0,2.8383561643835615,0.2698623538017273,0.22075673151785444,0.03277847882441008,0.02672542495206129,6.734807087919445
1431,+0.01%,,8.7e-05,1.737M,,1.07M,Unifty USD,0.615906,10427.252120817016,NIF-USD,139042,181,139042,139042,0.7646885351652914,USD,1069168.0,2.326027397260274,0.6154507398605347,0.39213561722225965,0.009752678831406306,0.1595555176209537,40.20799044048034
1432,-1.84%,,-0.001359,14.783M,,1.07M,PieDAO DOUGH v2 USD,0.072358,-44045.01291530981,DOUGH-USD,644,182,644,644,-0.6985123870118688,USD,1005386.0,2.6191780821917807,0.06801127642393112,-0.8278209308640929,-0.043809057332516874,0.07498457839372104,18.8961137552177
1433,-1.61%,,-0.001746,10M,,1.068M,City Tycoon Games USD,0.10677,3800.0863429494493,CTG22540-USD,10029,183,10029,10029,0.10984340046220553,USD,1116610.0,0.5315068493150685,0.11166106164455414,0.0719538877427431,0.0034032350981537413,0.08389996351452238,21.14279080565964
1434,-1.04%,,-1.9e-05,590.109M,,1.063M,VINchain USD,0.001801,-6539.318977127594,VIN-USD,82268,184,82268,82268,-0.2115812680609499,USD,1063396.0,4.780821917808219,0.0018020343268290162,-0.1641285973332842,-0.0061494673453046595,0.1059122556637457,26.689888427263917
1435,-5.57%,,-0.008443,7.42M,,1.062M,Nord Finance USD,0.143108,-40134.56982420613,NORD-USD,61110,185,61110,61110,-0.7628655593058083,USD,999369.0,2.3424657534246576,0.1346934586763382,-0.9935897689535589,-0.04015991072787542,0.09817792101638693,24.740836096129506
1436,-0.20%,,-4e-05,52.893M,,1.055M,DEEPSPACE USD,0.019953,-24603.304596483227,DPS-USD,1059,186,1059,1059,-0.6136127949714254,USD,872415.0,1.7205479452054795,0.01649380475282669,-0.6565223375314341,-0.02820137732212677,0.09238014659349315,23.279796941560274
1437,+0.97%,,7.2e-05,141.087M,,1.055M,Primate USD,0.00748,-68197.65872863604,PRIMATE-USD,500470,187,500470,500470,-0.8542169850518201,USD,1018629.0,1.0575342465753426,0.007219856139272451,-1.3294801708506983,-0.06695043900049581,0.07880030426169687,19.857676673947612
1438,-4.67%,,-3e-06,20.572B,,1.053M,Newton USD,5.1e-05,-38353.47166762303,NEW-USD,89244,188,89244,89244,-0.7225697629211529,USD,1018842.0,4.0849315068493155,4.952568269800395e-05,-0.8852351106287599,-0.03764418002754404,0.09331688824195382,23.515855836972364
1439,+5.15%,,0.007848,6.569M,,1.053M,Realio Network USD,0.16024,-2969.6217226458557,RIO-USD,976368,189,976368,976368,-0.14599187969393934,USD,832571.0,2.893150684931507,0.12675181031227112,-0.10895691321721658,-0.003566808984033621,0.1212200331384069,30.54744835087854
1440,-0.60%,,-0.000121,51.618M,,1.045M,OpenWorld USD,0.020252,-3271.580171400152,OPEN13206-USD,290,190,290,290,-0.08506153927425553,USD,1011802.0,1.5561643835616439,0.01960175298154354,-0.061484727061574936,-0.003233419356158766,0.07545789310761049,19.015389063117844
1441,-0.29%,,-6e-06,508.405M,,1.042M,Ripio Credit Network USD,0.00205,-30255.701705485717,RCN-USD,11632,191,11632,11632,-0.5351953431560249,USD,1083429.0,5.52054794520548,0.0021310364827513695,-0.528950108837588,-0.027925873966347325,0.07516356948873228,18.941219511160533
1442,-2.63%,,-0.000267,105.313M,,1.042M,Public Mint USD,0.009892,-64775.76646062839,MINT8423-USD,342,192,342,342,-0.8784897374500379,USD,1112357.0,2.219178082191781,0.010562430135905743,-1.4552182238160583,-0.058232893271340395,0.09916518254427176,24.989626001156484
1443,-6.62%,,-0.001374,53.655M,,1.041M,FreshCut Diamond USD,0.019395,-29109.798537199495,FCD18994-USD,115367,193,115367,115367,-0.7262709638918075,USD,859531.0,1.010958904109589,0.016019480302929878,-0.8945078862056398,-0.03386707231874068,0.10481078599480162,26.41231807069001
1444,-7.39%,,-8.4e-05,992.439M,,1.039M,TokenClub USD,0.001047,-20614.579057996467,TCT-USD,108899,194,108899,108899,-0.5618771581421287,USD,1148286.0,5.347945205479452,0.001157033839263022,-0.5697657497543045,-0.01795247791751921,0.12594223526276044,31.73744328621563
1445,-9.13%,,-2.4e-05,4.375B,,1.038M,Brother Music Platform USD,0.000237,-81809.46436678016,BMP-USD,1244,195,1244,1244,-0.9250003783807571,USD,1030196.0,2.4794520547945207,0.00023547356249764562,-1.7883523206983543,-0.07941155310909784,0.08936528647787405,22.52005219242426
1446,+0.59%,,1.4e-05,430M,,1.037M,XTRABYTES USD,0.002413,-5465.9149019032075,XBY-USD,37,196,37,37,-0.3071793851221354,USD,1014647.0,5.52054794520548,0.0023596463724970818,-0.2935827076796041,-0.005387011346707975,0.21626290901953946,54.498253072923944
1447,-2.02%,,-0.000501,42.609M,,1.034M,Ubiq USD,0.024271,-24784.497206896085,UBQ-USD,445,197,445,445,-0.5257001857981469,USD,983532.0,5.52054794520548,0.02308269590139389,-0.5149883307757529,-0.02519948228110126,0.08109708224990009,20.436464726974823
1448,+6.06%,,1.6e-05,3.661B,,1.032M,TrueFeedBack USD,0.000282,-6520.653704424364,TFBX-USD,42210,198,42210,42210,-0.21440960831524603,USD,966540.0,3.643835616438356,0.0002639788726810366,-0.16660980176781182,-0.006746387841604449,0.09800059269315434,24.696149358674894
1449,+4.98%,,0.0611,797953,,1.029M,Octorand USD,1.2889,-26878.07920344653,OCTO-USD,11258,199,11258,11258,-0.5233972126080059,USD,1010617.0,2.632876712328767,1.2665116786956787,-0.5116441375122219,-0.026595712523583642,0.0763406461555171,19.23784283119031
1450,-2.69%,,-0.001405,20M,,1.016M,Tranche Finance USD,0.050789,-70338.06937994153,SLICE-USD,10863,200,10863,10863,-0.7286805044975293,USD,1096115.0,2.208219178082192,0.05480575934052467,-0.9006122383174392,-0.0641703374006756,0.05569330368712757,14.034712529156147
1451,-5.20%,,-2e-05,2.847B,,1.014M,Aurigami USD,0.000356,-102792.87172025499,PLY19268-USD,134347,201,134347,134347,-0.972265453033399,USD,933110.0,1.0301369863013699,0.0003196168108843267,-2.4751760764694133,-0.11016157979258072,0.08916109687307287,22.468596412014364
1452,+18.25%,,2.7e-05,5.724B,,1.013M,Cheems Inu (new) USD,0.000177,-279354.79456683947,CINU23946-USD,34334,202,34334,34334,-0.9998694408846276,USD,922995.0,0.1726027397260274,0.00016125924594234675,-6.174817752021098,-0.3026612219641921,0.08095931447273992,20.40174724713046
1453,-1.00%,,-0.000125,81.181M,,1.003M,ThreeFold USD,0.012358,-23825.624672020083,TFT-USD,3497,203,3497,3497,-0.5107128155995289,USD,1006351.0,2.767123287671233,0.012396322563290596,-0.4935096699406776,-0.02367526307622299,0.08271805469737685,20.844949783738965
1454,+4.22%,,0.017325,2.346M,,1.003M,Zyberswap USD,0.427461,-106271.578499382,ZYB-USD,264174,204,264174,264174,-0.9991215775468587,USD,968504.0,0.273972602739726,0.39856475591659546,-4.858686294202863,-0.10972755765529311,0.1757124789748896,44.27954470167218
1455,+4.68%,,0.002144,20.86M,,1.001M,Gleec Coin USD,0.047982,-9336.984673400302,GLEEC-USD,61728,205,61728,61728,-0.5665779537610888,USD,882826.0,3.282191780821918,0.04232148081064224,-0.5772134723616703,-0.01057624568533358,0.2165730373874731,54.57640542164322
1456,-16.78%,,-0.002266,88.5M,,994643,Phoenixcoin USD,0.011239,4389.5691227366415,PXC-USD,113,206,113,113,0.32276437065621155,USD,913427.0,8.668493150684931,0.010316702537238598,0.20713405309560737,0.004805604742072045,0.17104205865311456,43.10259878058487
1457,-1.78%,,-0.1298,138269,,991080,Strong USD,7.1678,-31510.879712902144,STRONG-USD,18379,207,18379,18379,-0.7046184003980153,USD,986007.0,2.7643835616438355,7.1310834884643555,-0.8419473275339451,-0.03195806897202773,0.10454514089921284,26.345375506601634
1458,-0.47%,,-0.0,9.788B,,983388,SHIBAVAX USD,0.0001,-19403.64624818214,SHIBX-USD,0,208,0,0,-0.8516757390036348,USD,388882.0,1.6465753424657534,3.973070488427766e-05,-1.317548825185027,-0.049895974224011756,0.10478537467643544,26.40591441846173
1459,+0.01%,,0.0,50B,,975642,Molecular Future USD,2e-05,-24026.32552190687,MOF-USD,20415,209,20415,20415,-0.8410899458107697,USD,974921.0,5.317808219178082,1.9498438632581383e-05,-1.2699536090560772,-0.024644381977521123,0.20448873310078963,51.531160741398985
1460,-0.29%,,-6e-06,446.012M,,964141,Empty Set Dollar USD,0.002162,-59113.632264311156,ESD-USD,0,210,0,0,-0.9137390535963906,USD,963359.0,2.5342465753424657,0.0021599391475319862,-1.6917680430339794,-0.06136199720385771,0.10940591173770958,27.570289757902813
1461,-1.16%,,-2.2e-05,511.595M,,962101,MOVEZ USD,0.001881,-77424.94273838565,MOVEZ-USD,212291,211,212291,212291,-0.9459317611903899,USD,850531.0,0.9342465753424658,0.0016625103307887912,-2.01427973652077,-0.09103130013883756,0.08780687022410105,22.127331296473464
1462,-0.27%,,-2e-06,1.058B,,960500,Spores Network USD,0.000908,-54779.54770100974,SPO-USD,126052,212,126052,126052,-0.876202377011486,USD,841708.0,1.7945205479452055,0.0007953381282277405,-1.4423424495113057,-0.06508141505250008,0.08794494010674586,22.162124906899958
1463,+5.64%,,0.002889,17.658M,,955974,Triall USD,0.054137,-42086.88750890089,TRL12350-USD,43242,213,43242,43242,-0.7996450261951364,USD,845132.0,1.610958904109589,0.04786042496562004,-1.1099492695627458,-0.04979918818468699,0.08844643364803567,22.288501279304988
1464,+0.13%,,3e-06,376.766M,,955636,CPChain USD,0.002536,-21829.926116937466,CPC-USD,81819,214,81819,81819,-0.6082379883638429,USD,833871.0,5.295890410958904,0.002213234780356288,-0.6469846182372815,-0.026179020636210477,0.0980708680586843,24.713858750788443
1465,-1.03%,,-1.9e-05,535.067M,,953733,AICHAIN USD,0.001782,-21472.165217716072,AIT-USD,26,215,26,26,-0.5232206717148455,USD,945192.0,5.3342465753424655,0.001766492729075253,-0.5113884461861066,-0.022717252386516253,0.08932943105838555,22.511016626713158
1466,-0.10%,,-1.3e-05,70M,,951631,Patientory USD,0.013595,-11822.986772113432,PTOY-USD,71413,216,71413,71413,-0.3827960040700059,USD,944229.0,5.52054794520548,0.013488993048667908,-0.3642544174355157,-0.012521312914677936,0.11543949482710467,29.090752696430375
1467,-23.45%,,-0.060887,4.786M,,951104,Bitcoin Private USD,0.198736,-14509.507278151714,BTCP-USD,41,217,41,41,-0.6699296064997149,USD,954983.0,5.189041095890411,0.19954675436019897,-0.7652855673298377,-0.015193471798086158,0.1998784431736434,50.369367679758135
1468,+1.05%,,0.000226,43.565M,,949159,Bistroo USD,0.021787,-66959.21557747012,BIST-USD,38669,218,38669,38669,-0.7267789442619697,USD,946184.0,1.9972602739726026,0.021718773990869522,-0.895790326123053,-0.07076764728368914,0.050230912751859,12.658190013468468
1469,+2.61%,,2.6e-05,945.972M,,948060,Handy USD,0.001002,-34611.62120877044,HANDY-USD,5461,219,5461,5461,-0.8796210793917718,USD,952280.0,2.473972602739726,0.0010066683171316981,-1.4616765247641292,-0.036346054951033775,0.15958550873026592,40.21554820002701
1470,+2.88%,,0.001067,24.81M,,946685,Revomon USD,0.038157,-36651.92001241546,REVO-USD,17626,220,17626,17626,-0.7648644507349062,USD,969633.0,2.0904109589041098,0.03908213973045349,-0.999434158047142,-0.037799786117443876,0.10492145514677655,26.44020669698769
1471,-2.26%,,-2.4e-05,923.03M,,944257,DRIFE USD,0.001023,-48728.54813057996,DRF-USD,2501,221,2501,2501,-0.9012074018434063,USD,904790.0,1.7780821917808218,0.0009802398271858692,-1.5981167501602564,-0.053856196609798915,0.11775308199916072,29.6737766637885
1472,-1.42%,,-0.17,79179,,941004,COVER Protocol USD,11.88,-84387.25739930368,COVER-USD,219786,222,219786,219786,-0.8386426550963552,USD,904948.0,0.19452054794520549,11.429084777832031,-1.2594019936166483,-0.09325094635194915,0.053593310891817694,13.505514344738058
1473,-18.12%,,-0.002077,100M,,938303,Crust Shadow USD,0.009383,-23530.736003681912,CSM-USD,41128,223,41128,41128,-0.6453984232993673,USD,818074.0,1.9561643835616438,0.008180740289390087,-0.7157907687966323,-0.028763578849446275,0.09875125670502145,24.885316689665405
1474,+2.88%,,0.002393,10.958M,,936399,IOI Token USD,0.085455,-49593.49011921747,IOI-USD,120958,224,120958,120958,-0.8251961559246778,USD,882799.0,1.926027397260274,0.08056339621543884,-1.204139418714191,-0.05617755584138345,0.08505765256386671,21.43452844609441
1475,+0.01%,,0.0,322.806M,,933846,KatKoyn USD,0.002893,-5805.283753274373,KAT-USD,9,225,9,9,-0.439383034681193,USD,742396.0,4.427397260273972,0.002299825893715024,-0.3995528198253365,-0.007819659256346173,0.2027616563358811,51.09593739664204
1476,-3.72%,,-0.000307,117.642M,,933582,ADAPad USD,0.007936,-99885.23899735349,ADAPAD-USD,19410,226,19410,19410,-0.90690936533684,USD,1081617.0,1.6849315068493151,0.00919411238282919,-1.639161060063598,-0.0923480668271241,0.07043577201655343,17.749814548171464
1477,-5.78%,,-0.002722,21M,,932564,Conceal USD,0.044407,-10225.515340893138,CCX-USD,1169,227,1169,1169,-0.32284486956230074,USD,1074024.0,4.271232876712329,0.05104053020477295,-0.26916008732929464,-0.00952075125033811,0.11218606143103747,28.270887480621443
1478,+0.01%,,1.4e-05,9.499M,,931558,LaunchZone USD,0.098065,-51349.32804521571,LZ-USD,329,228,329,329,-0.8794289334069069,USD,930869.0,1.7123287671232876,0.09799215197563171,-1.4605753856993666,-0.055162786649051276,0.10506963883296248,26.477548985906544
1479,-0.29%,,-6.7e-05,40.388M,,931380,CRYPTO20 USD,0.023061,,C20-USD,12,229,12,12,-0.6154244578784414,USD,930707.0,5.317808219178082,0.023041896522045135,,,,
1480,-6.96%,,-6.9e-05,1B,,929063,LinkEye USD,0.000929,-32713.068449929444,LET-USD,26778,230,26778,26778,-0.6227474518159892,USD,941591.0,5.30958904109589,0.0009415910462848842,-0.6730405137953605,-0.034742333401582476,0.07687439006449916,19.372346296253788
1481,-5.25%,,-0.000763,67.401M,,926981,GamesPad USD,0.013753,-121824.40051060518,GMPD-USD,113670,231,113670,113670,-0.962898359985065,USD,779977.0,1.4027397260273973,0.011572246439754963,-2.2742786698165673,-0.15618973445448414,0.057781744670581635,14.560999656986573
1482,-0.43%,,-5e-06,733.642M,,922483,Vexanium USD,0.001257,-22599.9183046183,VEX-USD,20278,232,20278,20278,-0.49705100470774277,USD,992661.0,4.7972602739726025,0.001353059895336628,-0.4744963336667962,-0.02276700535693283,0.08270398014475147,20.84140299647737
1483,-1.41%,,-1.2e-05,1.072B,,921306,FIBOS USD,0.00086,-39818.32245930682,FO-USD,255,233,255,255,-0.4675308732742084,USD,1147413.0,3.717808219178082,0.001070754835382104,-0.4351179479092821,-0.03470269419930472,0.049755748459556964,12.538448611808356
1484,-3.62%,,-7e-05,489.256M,,914241,Tokoin USD,0.001869,-30845.070127359162,TOKO-USD,929942,234,929942,929942,-0.6853562688780799,USD,870714.0,3.7205479452054795,0.0017796695465222,-0.7983320595104944,-0.03542503063848653,0.0894278510431298,22.535818462868708
1485,+0.06%,,8e-06,67.811M,,910359,Garlicoin USD,0.013425,-10936.966327592236,GRLC-USD,593,235,593,593,-0.5977756561579486,USD,898705.0,5.304109589041096,0.013249002397060394,-0.6287885198501071,-0.012169695648285295,0.20503327373181252,51.668384980416754
1486,-1.03%,,-1.9e-05,500M,,909416,PlayFuel USD,0.001819,-34128.0113709384,PLF-USD,0,236,0,0,-0.8062889549049223,USD,910563.0,3.3808219178082193,0.0018211265560239553,-1.1332320479764069,-0.03748012094818085,0.11998233883909634,30.235549387452277
1487,-8.63%,,-0.000429,199.427M,,904985,ETHPad USD,0.004538,-43381.65610679398,ETHPAD-USD,5867,237,5867,5867,-0.8215210645914891,USD,835898.0,1.7835616438356163,0.004191494546830654,-1.189774637802112,-0.05189826522708988,0.09097275038244858,22.925133096377042
1488,+0.28%,,3.1e-05,80.912M,,900818,AcknoLedger USD,0.011133,-86805.05671273425,ACK-USD,66,238,66,66,-0.9571579428602738,USD,879287.0,1.5506849315068494,0.010456162504851818,-2.1749567777700265,-0.09872209723643617,0.08742501532859798,22.03110386280669
1489,-0.56%,,-0.57,8888,,898229,Whiteheart USD,101.06,-46133.86815149065,WHITE-USD,12676,239,12676,12676,-0.6977280031043918,USD,960229.0,2.3835616438356166,108.03658294677734,-0.82602701308117,-0.048044652006438725,0.06822580319876265,17.192902406088187
1490,-6.18%,,-8.4e-05,702.743M,,897541,Geojam Token USD,0.001277,-70290.41840684264,JAM17852-USD,123395,240,123395,123395,-0.8985589178271104,USD,936693.0,1.126027397260274,0.001332910731434822,-1.579851600824604,-0.07504104162926663,0.0835443145258735,21.053167260520123
1491,-2.26%,,-0.007575,2.738M,,896522,S.C. Corinthians Fan Token USD,0.327455,-47812.536907038564,SCCP-USD,65659,241,65659,65659,-0.7202896764174398,USD,932703.0,1.6849315068493151,0.3406699299812317,-0.8795840932407849,-0.05126233850115049,0.06808922828086506,17.158485526777994
1492,-0.58%,,-2.2e-05,236.71M,,895357,Education Ecosystem USD,0.003783,-7321.691227645439,LEDU-USD,2,242,2,2,-0.3735422467084428,USD,886311.0,5.2,0.003744287882000208,-0.32288721324163666,-0.008260860158167323,0.15510472768114827,39.08639137564936
1493,+86.02%,,0.001108,372.35M,,892478,Smart MFG USD,0.002397,-10585.953796330507,MFG-USD,27,243,27,27,-0.4426748236823571,USD,891754.0,5.076712328767123,0.0023949374444782734,-0.4036186720449714,-0.011870935029537863,0.13492293513682954,34.000579654481044
1494,+0.08%,,0.00021,3.574M,,891371,Integritee Network USD,0.249391,-82800.65989242919,TEER-USD,9860,244,9860,9860,-0.8710519656373055,USD,883453.0,1.4356164383561645,0.24717599153518677,-1.4142003811638204,-0.09372389916886262,0.059877003882954305,15.089004978504486
1495,-4.02%,,-0.004543,8.21M,,890645,BRN Metaverse USD,0.108481,-90631.7905812969,BRN19519-USD,243209,245,243209,243209,-0.964112400764772,USD,909757.0,1.0876712328767124,0.11080900579690933,-2.2972482028153434,-0.0996219766171592,0.0915065591593181,23.059652908148163
1496,+0.70%,,0.000329,18.908M,,890070,STARSHIP USD,0.047073,-13201.302876163356,STARSHIP-USD,2490,246,2490,2490,-0.44572690520518354,USD,798197.0,1.9917808219178081,0.042214248329401016,-0.40740996226334053,-0.016538903148174394,0.09775171817462132,24.63343298000457
1497,-1.03%,,-3.9e-05,239.806M,,886289,AppCoins USD,0.003696,-22048.83252764732,APPC-USD,112,247,112,112,-0.7222668183589913,USD,887407.0,5.3561643835616435,0.0037005292251706123,-0.884481616218413,-0.024846358579149498,0.14126205545273687,35.59803797408969
1498,-1.20%,,-0.000564,19.079M,,885787,BitNautic Token USD,0.046428,41483.59684805111,BTNTV2-USD,10509,248,10509,10509,46.445802111832016,USD,759021.0,0.29315068493150687,0.039783842861652374,2.7154581139876313,0.05465408315191689,0.19716051967255296,49.68445095748335
1499,+2.27%,,9e-05,216.761M,,877546,Wagerr USD,0.004048,-12004.303445719983,WGR-USD,860,249,860,860,-0.3844828454467798,USD,746824.0,5.52054794520548,0.0034453803673386574,-0.3350512346064478,-0.016073805134435935,0.08271646820247988,20.84454998702493
1500,-6.38%,,-0.023237,2.569M,,876102,Project TXA USD,0.341078,-76874.07333905621,TXA-USD,129775,0,129775,129775,-0.7657222391399097,USD,2446344.0,1.747945205479452,0.36458200216293335,-1.0019574234154676,-0.03142406519240802,0.12652791728711624,31.885035156353293
1501,+0.07%,,1e-06,500M,,875115,AME Chain USD,0.00175,-30498.231403850077,AME-USD,549893,1,549893,549893,-0.705441307784533,USD,940899.0,2.3698630136986303,0.001881799311377108,-0.8438734365120348,-0.03241392689741415,0.10331065790767058,26.034285792732987
1502,-7.72%,,-0.05379,1.352M,,869166,Cajutel USD,0.64269,-1121.3861455756,CAJ-USD,2974,2,2974,2974,-0.12002745242975665,USD,999233.0,4.293150684931507,0.7388657927513123,-0.08827909896089657,-0.0011222469089547684,0.3121540206261168,78.66281319778143
1503,+3.37%,,0.000396,71.26M,,865510,Signata USD,0.012146,-37465.07565752,SATA-USD,60,3,60,60,-0.7946024592677203,USD,864808.0,2.0876712328767124,0.012135881930589676,-1.0927879577138233,-0.043321842140128214,0.10009870161179613,25.224872806172623
1504,-8.36%,,-0.169,465278,,862584,88mph USD,1.8539,-35233.153434726846,MPH7742-USD,62496,4,62496,62496,-0.7929600334661845,USD,845208.0,2.4821917808219176,1.8165632486343384,-1.0872891621542835,-0.04168577845302795,0.10350387332265025,26.082976077307862
1505,-1.18%,,-4.7e-05,217.977M,,861383,Unistake USD,0.003952,-8641.088266240407,UNISTAKE-USD,10565,5,10565,10565,-0.30053819885395094,USD,826450.0,2.5561643835616437,0.003791463328525424,-0.24678332049772733,-0.01045566975163701,0.09366199527396815,23.602822809039974
1506,+0.19%,,0.002,815205,,855208,Tulip Protocol USD,1.0491,-31885.12340303919,TULIP-USD,10307,6,10307,10307,-0.7102446436476859,USD,752535.0,1.936986301369863,0.9231238961219788,-0.8552246967828582,-0.04237028630301473,0.0800973770270677,20.184539010821062
1507,+8.80%,,0.001152,60.011M,,854989,8PAY USD,0.014247,-44558.677219319536,8PAY-USD,6185,7,6185,6185,-0.8845351569045831,USD,810874.0,2.115068493150685,0.01351211965084076,-1.4904517106940742,-0.05495141935654557,0.10763126748514398,27.123079406256284
1508,-23.27%,,-0.008262,31.319M,,853198,Duck DAO (DLP Duck Token) USD,0.027242,-31989.65955079678,DUCK8063-USD,59,8,59,59,-0.5850424460526162,USD,1091849.0,2.3972602739726026,0.034861985594034195,-0.6072710109426264,-0.029298611392964392,0.0822498229235995,20.726955376747075
1509,-0.92%,,-0.000385,20.622M,,851135,Wicrypt USD,0.041272,-35938.99938695116,WNT-USD,33151,9,33151,33151,-0.681313330057429,USD,803166.0,1.4465753424657535,0.03874902427196503,-0.7895173012745634,-0.044746664309683375,0.07001650764635776,17.644159926882157
1510,-8.62%,,-0.000442,180.1M,,844161,Okratech Token USD,0.004687,-30601.602105228707,ORT16252-USD,1.056M,10,1.056M,1.056M,-0.8721674388953072,USD,770163.0,1.1972602739726028,0.0042763096280395985,-1.4201988079899313,-0.03973392918801436,0.14183620071522143,35.7427225802358
1511,-6.94%,,-0.026071,2.4M,,838951,CyberFi Token USD,0.349563,-25264.822300481253,CFI-USD,32342,11,32342,32342,-0.5750409161154129,USD,765170.0,2.493150684931507,0.3188210427761078,-0.7780799349538255,-0.03301857404299862,0.0935115727735074,23.564916338923865
1512,+2.55%,,0.00066,31.524M,,836689,TenUp USD,0.026541,2977.3621628168275,TUP-USD,219845,12,219845,219845,0.33960762846821746,USD,824411.0,2.4986301369863013,0.0261518694460392,0.20186011682217192,0.003611502227428828,0.2218002812037804,55.89367086335266
1513,+0.01%,,1e-06,84.261M,,836423,Databroker USD,0.009927,-6467.016236680443,DTX-USD,101,13,101,101,-0.3063400431498051,USD,867821.0,4.852054794520548,0.010299175046384335,-0.25253397368974234,-0.007452016299076011,0.13447621462362044,33.888006085152355
1514,+4.10%,,5.2e-05,635.025M,,836130,FYDcoin USD,0.001317,-574.426830780407,FYD-USD,178284,14,178284,178284,-0.04651571343729599,USD,703450.0,3.23013698630137,0.0011077516246587038,-0.03288588526952025,-0.0008165851599693043,0.15981131070912918,40.272450298700555
1515,-1.00%,,-0.001778,4.735M,,835646,SuperLauncher USD,0.176475,-13525.959934024297,LAUNCH-USD,105,15,105,105,-0.4389453190213969,USD,761328.0,2.0794520547945203,0.16078032553195953,-0.3990139746031268,-0.017766271480917945,0.08912330253471033,22.459072238747005
1516,-0.80%,,-1e-06,5.122B,,832672,TriumphX USD,0.000163,-27796.073187806982,TRIX-USD,25178,16,25178,25178,-0.9854031155023031,USD,849338.0,2.6684931506849314,0.00016581546515226364,-2.918330644463301,-0.03272675093756194,0.3538596661386572,89.17263586694162
1517,-8.84%,,-0.001112,72.129M,,827662,Graviocoin USD,0.011475,10978.862382873627,GIO-USD,73,17,73,73,0.9399953399956829,USD,816132.0,4.778082191780822,0.011314977891743183,0.45752538053173764,0.013452312104994814,0.13496392982124278,34.01091031495318
1518,+2.94%,,1e-06,17.443B,,824289,PAC Protocol USD,4.7e-05,,PAC-USD,42070,18,42070,42070,inf,USD,740463.0,5.52054794520548,4.2451414628885686e-05,inf,,,
1519,+1.34%,,2.4e-05,462.192M,,822521,Crowny USD,0.00178,-45319.621539330634,CRWNY-USD,304840,19,304840,304840,-0.8099111960268033,USD,767767.0,2.0657534246575344,0.0016611454775556922,-1.1462644096540135,-0.059027832062762055,0.07705972137755975,19.419049787145056
1520,-2.49%,,-0.000283,74.06M,,821335,Umbrella Network USD,0.01109,-50089.679193596116,UMB-USD,106967,20,106967,106967,-0.8989292865603629,USD,752208.0,2.265753424657534,0.010156719945371151,-1.5823769541413772,-0.06659019738369722,0.09429726707917006,23.762911303950855
1521,+31.43%,,1.2e-05,15.806B,,821151,SmileyCoin USD,5.2e-05,2168.914035017177,SMLY-USD,857,21,857,857,0.194924584770088,USD,971666.0,5.52054794520548,6.147375825094059e-05,0.12350212858061353,0.002232160058103481,0.21955764778096903,55.3285272408042
1522,+4.67%,,7.8e-05,469.459M,,817204,Peony USD,0.001741,106.16002698890708,PNY-USD,269,22,269,269,0.009548429747883835,USD,726001.0,4.5698630136986305,0.0015352456830441952,0.006561066210884778,0.00014622573107875482,0.17805332095278084,44.86943688010077
